Protein_Id	Gene_Symbol	Description	Group_ID	Number_of_peptides	Collapsed	Parsimony	default~ratios0 sum	TMTPro126	TMTPro128C	TMTPro129N	TMTPro130C	TMTPro131N	TMTPro131C	TMTPro133C	TMTPro134N	default~ratios9 sum
KY21.Chr3.1518.v1.SL2-1			3244	4	C	UR	0	0.61196	0.52018	0.63076	0.393327	0.441573	0.38752	0.523694	0.490995	0
KY21.Chr8.1250.v1.SL1-1			3245	6	C	UR	0	0.78628	0.70657	0.82173	0.676441	0.78188	0.654985	0.87412	0.698007	0
KY21.Chr5.993.v1.SL2-1			3246	4	C	UR	0	0.4674	0.363004	0.445877	0.47143	0.55074	0.58354	0.58761	0.5304	0
KY21.Chr11.653.v3.SL1-1			3247	2	C	UR	0	0.181684	0.152844	0.255742	0.210393	0.145994	0.26163	0.37085	0.42088	0
KY21.Chr2.532.v1.SL1-1			3248	1	C	UR	0	0.098918	0.076076	0.10974	0.13137	0.16414	0.1184	0.15676	0.14461	0
KY21.Chr2.1008.v2.nonSL5-1			3249	23	C	UR	0	3.31426	3.01409	3.61582	2.5534	2.70915	2.44082	3.15112	2.20133	0
KY21.Chr3.284.v1.nonSL3-1			3250	35	C	UR	0	4.48285	4.19362	4.37423	4.09467	4.49644	4.19883	4.89681	4.26257	0
KY21.Chr3.361.v1.SL1-1			3251	3	C	UR	0	0.35377	0.280021	0.3547	0.261232	0.3629	0.38365	0.52268	0.48102	0
KY21.Chr12.150.v1.SL1-2			3252	10	C	UR	0	1.35026	1.13303	1.28792	1.22803	1.30054	1.07054	1.41199	1.21767	0
KY21.Chr14.370.v1.SL1-1			3253	2	C	UR	0	0.189915	0.185341	0.173142	0.22796	0.33878	0.27379	0.29032	0.32076	0
KY21.Chr2.1203.v2.SL2-2			3254	9	C	UR	0	0.86141	0.78032	0.858539	0.760007	0.75645	1.00508	1.6939	2.2843	0
KY21.Chr3.1636.v1.SL1-1			3255	3	C	UR	0	0.3808	0.312218	0.40221	0.27985	0.330046	0.334148	0.49171	0.469	0
KY21.Chr14.630.v3.nonSL13-2			3256	24	C	UR	0	2.98761	2.52506	2.88198	2.99532	3.45744	2.97158	3.16427	3.01673	0
KY21.Chr5.801.v1.SL2-1			3257	9	C	UR	0	0.0537462	0.0517111	0.0817288	0.033343	0.1323	0.813112	3.22776	4.60631	0
KY21.Chr3.1680.v1.SL1-1			3258	1	C	UR	0	0.12616	0.032009	0.072551	0.02861	0.037024	0.080032	0.17947	0.44415	0
KY21.Chr5.1100.v1.nonSL1-1			3259	2	C	UR	0	0.24535	0.190198	0.22347	0.25202	0.26844	0.26392	0.28576	0.27085	0
KY21.Chr6.311.v1.SL1-1			3260	1	C	UR	0	0.00032808	0.00019349	0.059179	0.11451	0.19115	0.18342	0.25184	0.19938	0
KY21.Chr3.1433.v1.nonSL1-1			3261	5	C	UR	0	0.59924	0.53315	0.611532	0.61302	0.71487	0.61913	0.6762	0.63286	0
KY21.Chr6.346.v1.SL2-1			3262	1	C	UR	0	0.000054609	0.00001365	0.05469	0.1158	0.2111	0.26359	0.20468	0.15008	0
KY21.Chr10.881.v1.ND1-1			3263	3	C	UR	0	0.11638	0.163923	0.198513	0.41037	0.34684	0.41476	0.65783	0.6914	0
KY21.Chr11.384.v1.SL1-1			3265	8	C	UR	0	1.02121	0.85782	1.04205	0.785958	0.94699	0.89565	1.218	1.23233	0
KY21.Chr4.136.v1.SL1-1			3266	19	C	UR	0	2.51213	2.24266	2.35668	2.31867	2.67906	2.15318	2.51608	2.22156	0
KY21.Chr6.240.v1.SL2-1			3267	18	C	UR	0	2.08981	1.92221	2.20696	2.33981	2.54639	2.18398	2.51055	2.20027	0
KY21.Chr3.469.v1.nonSL5-1			3268	10	C	UR	0	1.47716	1.23755	1.45913	0.789257	0.879881	0.841638	1.70643	1.60899	0
KY21.Chr2.831.v2.nonSL4-2			3269	18	C	UR	0	1.92394	1.52177	1.85793	1.55421	1.87227	2.2215	3.35659	3.69177	0
KY21.Chr1.494.v1.ND1-1			3270	4	C	UR	0	0.00135743	0.00128753	0.0231677	0.00121036	0.0240776	0.0373112	0.45231	3.45928	0
KY21.Chr2.1095.v1.SL1-1			3271	5	C	UR	0	0.311768	0.271282	0.366717	0.5592	0.83133	0.84254	0.89731	0.91984	0
KY21.Chr12.677.v1.nonSL1-1			3272	1	C	UR	0	0.00056404	0.00053659	0.012752	0.0005512	0.00031483	0.061854	0.39139	0.53204	0
KY21.Chr4.981.v1.SL1-1			3273	11	C	UR	0	1.25674	1.02109	1.25479	1.16359	1.4152	1.42023	1.75382	1.71453	0
KY21.Chr5.753.v2.ND2-1			3274	4	C	UR	0	0.223466	0.32672	0.6176	0.45792	0.57741	0.58507	0.69961	0.51221	0
KY21.Chr7.696.v1.SL1-1			3275	2	C	UR	0	0.213623	0.187218	0.201523	0.158559	0.170473	0.207446	0.240799	0.62035	0
KY21.Chr3.1164.v2.SL2-2			3276	7	C	UR	0	1.16769	0.89554	1.00347	0.77542	0.800107	0.634662	0.87354	0.849553	0
KY21.Chr6.308.v1.ND1-1			3276	15	C	UR	0	1.70532	1.77266	1.78778	1.87074	2.3111	2.14607	1.95634	1.44998	0
KY21.Chr1.1336.v1.nonSL10-1			3277	24	C	UR	0	2.59343	2.10934	2.73655	2.63225	3.26926	2.98969	4.01903	3.65048	0
KY21.Chr8.462.v2.nonSL7-2			3279	2	C	UR	0	0.204036	0.200155	0.200039	0.28965	0.38317	0.26159	0.22435	0.23702	0
KY21.Chr9.440.v1.SL1-1			3280	10	C	UR	0	1.46533	1.21233	1.46081	1.1067	1.27425	1.03536	1.29107	1.15417	0
KY21.Chr11.931.v1.SL3-1			3281	8	C	UR	0	0.43358	0.34827	0.53117	0.799301	1.39577	1.31234	1.6021	1.57747	0
KY21.Chr3.299.v1.SL1-1			3282	7	C	UR	0	0.771816	0.639977	0.678031	0.755798	0.827733	0.82288	1.17688	1.32686	0
KY21.Chr3.298.v1.ND1-1			3282	1	C	UR	0	0.12193	0.15181	0.13938	0.00014624	0.15783	0.000087358	0.23115	0.19767	0
KY21.Chr10.329.v1.SL3-1			3283	22	C	UR	0	2.80304	2.39404	2.79161	2.422	2.7487	2.50401	3.22296	3.11367	0
KY21.Chr11.675.v1.SL1-1			3284	3	C	UR	0	0.36582	0.281896	0.35646	0.363414	0.36576	0.34885	0.45442	0.46339	0
KY21.Chr1.2166.v1.nonSL5-1			3285	7	C	UR	0	0.685783	0.616426	0.787913	0.7644	0.98348	0.95998	1.12608	1.07589	0
KY21.UAContig4.57.v1.nonSL4-1			3286	2	C	UR	0	0.27225	0.22569	0.2822	0.22435	0.23895	0.21158	0.28181	0.26318	0
KY21.Chr11.195.v1.SL1-1			3287	5	C	UR	0	0.533791	0.462455	0.573926	0.61313	0.7368	0.63922	0.76311	0.67758	0
KY21.Chr2.1184.v2.nonSL7-1			3288	5	C	UR	0	0.945027	0.730241	0.88129	0.446271	0.504864	0.561777	0.504197	0.426334	0
KY21.Chr2.42.v1.nonSL3-1			3289	5	C	UR	0	0.63273	0.530977	0.5947	0.62996	0.71003	0.59158	0.71325	0.59677	0
KY21.Chr6.167.v1.SL1-1			3290	7	C	UR	0	0.93598	0.778856	0.96477	0.831349	0.98829	0.82144	0.88361	0.795681	0
KY21.Chr12.928.v1.SL2-1			3291	2	C	UR	0	0.24073	0.183665	0.27563	0.24184	0.208028	0.23708	0.29759	0.31543	0
KY21.Chr4.807.v1.SL2-1			3292	6	C	UR	0	0.94205	0.771099	0.644456	1.00183	0.518658	0.844383	0.678088	0.599455	0
KY21.Chr14.52.v1.SL1-1			3293	10	C	UR	0	1.32511	0.950064	1.25942	1.11189	1.32122	1.25482	1.45128	1.32623	0
KY21.Chr11.1048.v1.SL1-1			3294	2	C	UR	0	0.088408	0.085805	0.22843	0.221268	0.3261	0.32562	0.38883	0.33555	0
##KY21.UAContig2.76.v1.ND1-1		#### false discovery correction	3296	2	C	UR	0	0.26973	0.2425	0.2835	0.209759	0.21863	0.199604	0.30098	0.2753	0
KY21.Chr11.124.v1.SL1-1			3297	8	C	UR	0	0.647163	0.549339	0.683799	0.95041	1.14383	1.16635	1.38845	1.47064	0
KY21.Chr3.1540.v1.nonSL1-1			3298	2	C	UR	0	0.27718	0.29708	0.25479	0.22015	0.23254	0.22149	0.27196	0.22482	0
KY21.Chr2.204.v1.ND1-1			3299	5	C	UR	0	0.73111	0.62203	0.69155	0.554412	0.68942	0.66093	0.554544	0.495981	0
KY21.Chr9.482.v2.nonSL1-1			3300	3	C	UR	0	0.0321366	0.0386151	0.0449802	0.075425	0.43155	0.78937	0.81596	0.77197	0
KY21.Chr7.418.v1.nonSL3-1			3301	8	C	UR	0	0.4587	0.42042	0.721691	0.868286	1.23769	1.31287	1.55799	1.42234	0
KY21.Chr12.821.v2.nonSL2-1			3302	7	C	UR	0	0.9404	0.85285	0.885993	0.785754	0.94649	0.78215	0.96787	0.83853	0
KY21.Chr1.391.v2.nonSL1-1			3303	8	C	UR	0	0.399574	0.468693	1.14621	1.43285	1.70823	1.02841	0.97448	0.841541	0
KY21.Chr4.429.v1.SL1-1			3304	10	C	UR	0	1.43978	1.20382	1.392	1.1338	1.30937	1.11608	1.27002	1.13511	0
KY21.Chr8.839.v2.nonSL3-1			3305	5	C	UR	0	0.545971	0.475747	0.44212	0.584207	0.679412	0.583891	0.94305	0.74561	0
KY21.Chr3.721.v1.SL1-1			3306	40	C	UR	0	5.76829	4.93877	5.65843	4.28433	4.73245	4.26315	5.61396	4.74058	0
KY21.Chr7.549.v1.SL2-1			3307	6	C	UR	0	1.19259	0.98509	1.09896	0.94527	0.76692	0.459335	0.324782	0.227051	0
KY21.Chr12.970.v1.nonSL1-1			3308	2	C	UR	0	0.3255	0.27887	0.28601	0.28097	0.2569	0.22165	0.22359	0.12651	0
KY21.Chr1.318.v1.SL1-1			3309	14	C	UR	0	1.71117	1.55131	1.73677	1.37264	1.6887	1.75488	2.10307	2.08144	0
KY21.Chr12.1104.v1.SL1-1			3310	7	C	UR	0	0.79521	0.708306	0.97541	0.99451	1.03607	0.91785	0.898005	0.674622	0
KY21.Chr4.178.v1.SL1-1			3311	4	C	UR	0	0.57931	0.43963	0.48119	0.44729	0.49096	0.44692	0.56511	0.5496	0
KY21.Chr7.1182.v1.SL2-1			3312	4	C	UR	0	0.382791	0.308234	0.47855	0.435986	0.460159	0.433915	0.79889	0.70149	0
KY21.Chr9.952.v1.nonSL6-1			3313	13	C	UR	0	1.55081	1.34528	1.5518	1.38552	1.66835	1.47789	2.08252	1.93784	0
KY21.Chr7.1174.v1.SL1-1			3314	19	C	UR	0	2.32982	2.08268	2.32457	2.48469	2.71628	2.45654	2.64355	1.96181	0
KY21.Chr3.1712.v1.SL1-1			3315	4	C	UR	0	0.45532	0.368611	0.45769	0.53438	0.59249	0.47006	0.61894	0.50254	0
KY21.Chr13.440.v1.SL1-1			3316	3	C	UR	0	0.307706	0.236772	0.313495	0.32205	0.3998	0.38364	0.49954	0.53701	0
KY21.Chr3.818.v1.nonSL1-1			3317	1	C	UR	0	0.090676	0.042133	0.078763	0.1716	0.20195	0.13906	0.15051	0.1253	0
KY21.Chr14.307.v1.ND1-1			3318	5	C	UR	0	0.63455	0.55033	0.63427	0.58851	0.69191	0.63595	0.68699	0.57746	0
KY21.Chr6.656.v1.SL2-1			3319	14	C	UR	0	0.242908	0.222994	0.931252	1.48843	2.42535	2.45173	3.16968	3.06765	0
KY21.Chr5.965.v4.nonSL9-3			3320	9	C	UR	0	0.82954	0.731867	0.929175	0.954823	1.12413	1.20017	1.65855	1.57176	0
KY21.Chr1.280.v1.nonSL6-1			3321	13	C	UR	0	1.90385	1.54066	1.73939	1.40634	1.58297	1.55483	1.70578	1.56619	0
KY21.Chr9.509.v1.ND1-1			3322	4	C	UR	0	0.00169238	0.0246686	0.027269	0.0158581	0.13178	0.82336	1.49168	1.4837	0
KY21.Chr6.271.v1.SL1-1			3323	12	C	UR	0	1.61071	1.41292	1.42925	1.05567	1.19962	1.37195	1.91979	2.00004	0
KY21.Chr10.654.v1.SL1-1			3324	18	C	UR	0	2.2689	1.94779	2.27357	2.38491	2.27235	2.01691	2.45932	2.37625	0
KY21.Chr12.679.v1.nonSL5-1			3325	11	C	UR	0	1.63465	1.41021	1.6693	1.24077	1.34677	1.16936	1.31727	1.21169	0
KY21.Chr8.756.v1.SL1-1			3326	4	C	UR	0	0.51913	0.46578	0.47773	0.51845	0.5923	0.50595	0.49922	0.421478	0
KY21.Chr14.72.v1.ND1-1			3327	3	C	UR	0	0.000492393	0.0342974	0.310838	0.5032	0.59572	0.51954	0.53816	0.49777	0
KY21.Chr10.663.v1.SL1-1			3328	4	C	UR	0	0.51837	0.393291	0.46116	0.53356	0.54054	0.461886	0.51959	0.5716	0
KY21.Chr14.153.v1.SL1-1			3329	19	C	UR	0	1.89438	1.85315	1.90496	1.45785	1.71783	2.13613	3.5069	4.52882	0
KY21.Chr6.561.v1.nonSL2-1			3330	6	C	UR	0	0.86725	0.742013	0.72126	0.674388	0.71213	0.617722	0.8676	0.797655	0
KY21.Chr7.534.v1.nonSL4-1			3331	7	C	UR	0	0.89405	0.736605	0.99521	0.81202	0.83569	0.7265	1.01434	0.98557	0
KY21.Chr1.299.v1.SL1-1			3332	12	C	UR	0	1.95194	1.50695	1.4933	0.862811	1.21712	1.29821	1.94182	1.72786	0
KY21.Chr12.956.v1.nonSL4-1			3333	9	C	UR	0	0.806177	0.699877	0.824228	0.880123	1.19194	1.0259	1.78491	1.78684	0
KY21.Chr4.208.v1.SL1-1			3334	8	C	UR	0	1.16955	0.808484	1.41761	0.813439	0.898638	0.827988	0.912158	1.15212	0
KY21.Chr2.1380.v1.SL1-1			3335	11	C	UR	0	0.399662	0.434998	1.01052	1.21618	1.541	1.65436	2.35174	2.39154	0
KY21.Chr4.105.v2.SL3-1			3335	6	C	UR	0	0.209637	0.175314	0.284137	0.282473	0.361491	0.590427	1.79097	2.30556	0
KY21.Chr12.58.v1.SL1-1			3336	7	C	UR	0	0.929583	0.749119	0.809136	0.883624	0.995147	0.91617	0.917237	0.799992	0
KY21.Chr3.209.v1.SL1-1			3337	10	C	UR	0	1.50442	1.91476	1.33453	1.03726	1.11273	0.8869	1.09312	1.11626	0
KY21.Chr5.1078.v2.SL2-1			3338	2	C	UR	0	0.222702	0.035186	0.0448	0.136497	0.28295	0.31874	0.40586	0.55326	0
KY21.Chr14.824.v1.SL1-1			3339	10	C	UR	0	0.783864	0.795946	1.05559	0.991277	1.09395	1.3378	1.89174	2.04982	0
KY21.Chr1.1995.v1.SL1-1			3340	7	C	UR	0	0.76756	0.658922	0.84883	0.80965	0.922169	0.946997	1.03494	1.01093	0
KY21.Chr10.1122.v1.SL1-1			3341	6	C	UR	0	0.417816	0.355539	0.589533	0.688719	0.9472	0.93728	1.0651	0.99879	0
KY21.Chr11.863.v3.SL1-1			3342	4	C	UR	0	0.72359	0.465952	0.60684	0.54832	0.461884	0.44388	0.442188	0.307326	0
KY21.Chr11.733.v1.nonSL1-1			3343	5	C	UR	0	0.092999	0.0914932	0.42816	0.625147	0.95992	0.97029	0.98581	0.84619	0
KY21.Chr3.1604.v1.ND1-1			3344	6	C	UR	0	0.91958	0.72611	0.89417	0.85731	0.81349	0.69154	0.638361	0.459458	0
KY21.Chr10.787.v1.SL1-1			3345	5	C	UR	0	0.66936	0.53924	0.64766	0.533484	0.67764	0.566263	0.7259	0.64043	0
KY21.Chr7.1021.v1.nonSL3-1			3346	23	C	UR	0	3.12847	2.58923	2.86229	2.38417	2.6518	2.6365	3.38783	3.35969	0
KY21.Chr5.289.v1.SL1-1			3347	9	C	UR	0	0.559262	0.273428	0.953843	0.880682	1.78028	1.44272	1.53925	1.57051	0
KY21.Chr1.274.v1.SL2-1			3348	3	C	UR	0	0.290055	0.296045	0.326864	0.40428	0.4752	0.43163	0.38954	0.38641	0
KY21.Chr3.1038.v1.nonSL3-1			3349	35	C	UR	0	4.06593	3.3401	4.05036	4.3111	5.13335	4.54658	5.027	4.52554	0
KY21.Chr8.1140.v1.nonSL1-2			3350	11	C	UR	0	1.14701	0.968439	1.25149	1.3575	1.62085	1.49225	1.67926	1.48324	0
KY21.Chr4.736.v1.SL1-1			3351	9	C	UR	0	0.72526	0.607437	0.699195	0.742921	1.12256	1.24423	1.9169	1.9415	0
KY21.Chr14.350.v1.SL1-1			3352	6	C	UR	0	0.67748	0.59997	0.71198	0.544815	0.634296	0.580428	1.14903	1.10199	0
KY21.Chr8.833.v1.ND1-1			3353	1	C	UR	0	0.077	0.084662	0.10734	0.11728	0.16703	0.15486	0.16676	0.12506	0
KY21.Chr3.940.v1.SL1-1			3354	2	C	UR	0	0.135639	0.121218	0.138665	0.137895	0.21185	0.30935	0.47055	0.47483	0
KY21.Chr10.744.v1.SL1-1			3355	3	C	UR	0	0.39248	0.37375	0.36804	0.36433	0.40989	0.33387	0.393193	0.36447	0
KY21.Chr1.290.v1.SL1-1			3356	8	C	UR	0	0.100033	0.0886128	0.157238	0.132102	0.502999	2.05697	2.62341	2.33867	0
KY21.Chr11.1112.v1.nonSL3-3			3357	5	C	UR	0	0.537259	0.430579	0.490539	0.56244	0.70513	0.634137	0.82598	0.81394	0
KY21.Chr11.721.v1.SL1-1			3358	2	C	UR	0	0.22166	0.185325	0.24207	0.24411	0.24611	0.24038	0.32013	0.30022	0
KY21.Chr8.1077.v1.ND1-1			3359	9	C	UR	0	1.00797	0.795514	1.1715	1.26135	1.46341	1.19771	1.07699	1.02554	0
KY21.Chr2.1003.v1.nonSL6-1			3360	1	C	UR	0	0.18484	0.13394	0.15581	0.10643	0.088399	0.10636	0.13119	0.093041	0
KY21.Chr1.505.v1.SL2-1			3361	6	C	UR	0	0.601634	0.493796	0.637456	0.571323	0.77039	0.8043	1.13723	0.98388	0
KY21.Chr7.204.v1.SL1-1			3362	6	C	UR	0	0.423644	0.361124	0.684244	0.81291	0.97493	0.86087	1.03758	0.84469	0
KY21.Chr1.1109.v1.SL1-1			3363	4	C	UR	0	0.54661	0.47278	0.61757	0.6114	0.60757	0.43159	0.408674	0.303798	0
KY21.Chr1.1824.v1.SL1-1			3365	4	C	UR	0	0.48627	0.422512	0.48534	0.5397	0.54368	0.53685	0.51667	0.469	0
KY21.Chr14.509.v1.SL1-1			3366	8	C	UR	0	0.984222	0.897474	0.846215	0.681089	0.715412	0.98234	1.52663	1.36664	0
KY21.Chr2.57.v1.nonSL4-1			3367	8	C	UR	0	0.917609	0.83314	0.95695	0.894243	1.07354	0.98532	1.20343	1.13574	0
KY21.Chr12.796.v1.nonSL2-1			3368	2	C	UR	0	0.246982	0.26501	0.42752	0.33192	0.31547	0.167841	0.12267	0.122589	0
##KY21.UAContig8.27.v1.ND1-1		#### false discovery correction	3369	1	C	UR	0	0.078234	0.043998	0.057656	0.13895	0.16833	0.14986	0.16861	0.19435	0
KY21.Chr4.518.v1.SL4-1			3370	36	C	UR	0	5.41074	4.51119	5.0251	4.12241	4.78756	4.21732	4.23848	3.6872	0
KY21.Chr5.994.v1.SL1-1			3371	9	C	UR	0	0.949642	0.858325	1.03848	1.19672	1.29652	1.13145	1.18661	1.34225	0
KY21.Chr9.729.v1.nonSL1-1			3372	4	C	UR	0	0.51989	0.390696	0.51366	0.47253	0.51837	0.4317	0.63048	0.52264	0
KY21.Chr10.1105.v1.SL1-1			3373	5	C	UR	0	0.53676	0.502618	0.67548	0.77358	0.79508	0.575438	0.595246	0.545776	0
KY21.Chr1.173.v1.SL2-1			3374	3	C	UR	0	0.298938	0.268345	0.315	0.286339	0.35757	0.33365	0.54623	0.59392	0
KY21.Chr13.162.v1.SL1-1			3375	2	C	UR	0	0.0214631	0.0293954	0.039693	0.041109	0.049619	0.118841	0.6007	1.09919	0
KY21.Chr11.491.v1.SL2-1			3376	5	C	UR	0	0.571861	0.488404	0.62684	0.62315	0.80523	0.6813	0.6839	0.519307	0
KY21.Chr2.356.v1.nonSL2-1			3377	9	C	UR	0	1.01982	0.691909	0.8368	0.98137	1.18548	1.05792	1.64272	1.58397	0
KY21.Chr11.1054.v1.nonSL2-1			3378	19	C	UR	0	1.69649	1.43465	1.99311	2.12368	2.81937	2.65	3.33388	2.94883	0
KY21.Chr4.781.v1.SL1-1			3379	11	C	UR	0	0.983542	0.871982	1.2578	1.33334	1.65676	1.55204	1.78454	1.55995	0
KY21.Chr6.477.v1.nonSL11-1			3380	11	C	UR	0	1.12863	1.00195	1.42024	1.28198	1.51791	1.27983	1.77082	1.59859	0
KY21.Chr6.228.v1.nonSL5-1			3381	2	C	UR	0	0.25109	0.22349	0.28049	0.21422	0.24031	0.21029	0.30074	0.27937	0
KY21.Chr4.880.v2.SL1-1			3382	18	C	UR	0	1.26102	1.216	1.96016	1.77028	2.28594	2.64077	3.67176	3.19409	0
KY21.Chr2.1314.v1.SL1-1			3383	9	C	UR	0	0.639451	0.548246	0.807106	1.05703	1.38327	1.3385	1.63391	1.59249	0
KY21.Chr14.598.v1.SL1-1			3384	8	C	UR	0	0.399126	0.105378	0.145438	0.0991194	0.598004	1.59101	2.74269	2.31922	0
KY21.Chr8.935.v2.nonSL4-1			3385	1	C	UR	0	0.082316	0.077737	0.11308	0.1034	0.15492	0.13923	0.16583	0.16349	0
KY21.Chr1.275.v1.ND1-1			3386	4	C	UR	0	0.0159	0.0109787	0.0296359	0.0887681	0.85017	0.96179	1.08034	0.96241	0
KY21.Chr9.454.v1.SL2-1			3387	5	C	UR	0	0.285227	0.30961	0.457562	0.460685	0.78158	0.84458	0.96291	0.897856	0
KY21.Chr10.27.v1.SL1-1			3388	7	C	UR	0	0.81189	0.703207	0.84927	0.83772	0.9156	0.82927	1.06997	0.9831	0
KY21.Chr2.1160.v1.SL1-1			3389	6	C	UR	0	0.71803	0.63653	0.79091	0.626856	0.76331	0.7374	0.92334	0.8036	0
KY21.Chr12.457.v1.SL2-1			3390	2	C	UR	0	0.183261	0.14714	0.194793	0.203924	0.27825	0.26689	0.38711	0.33864	0
KY21.Chr8.584.v1.SL1-1			3391	21	C	UR	0	1.41365	1.21993	1.88007	2.16783	3.37183	3.47013	4.18889	3.28769	0
KY21.Chr14.859.v1.SL1-1			3392	12	C	UR	0	1.62873	1.11931	1.4184	1.20883	1.34575	1.24285	2.12357	1.91261	0
KY21.Chr4.1131.v1.ND1-1			3393	8	C	UR	0	1.09204	0.872036	1.0169	0.89368	1.029	0.869397	1.13465	1.09226	0
KY21.Chr3.583.v1.SL1-1			3394	7	C	UR	0	0.89716	0.90798	0.96258	0.916558	1.1413	0.820963	0.822182	0.531274	0
KY21.Chr3.1628.v1.SL1-3			3395	6	C	UR	0	0.699705	0.684694	0.673024	0.677438	0.665717	0.667688	1.04327	0.88847	0
KY21.Chr7.1196.v1.nonSL2-1			3396	6	C	UR	0	0.628459	0.544268	0.641926	0.635885	0.701347	0.744913	1.05011	1.05309	0
KY21.Chr1.759.v1.nonSL2-1			3397	8	C	UR	0	0.791363	0.650636	0.849797	0.832675	1.02362	1.12132	1.42536	1.30524	0
KY21.Chr2.920.v1.SL1-1			3398	14	C	UR	0	1.53444	1.28849	1.67071	1.65197	1.97525	1.81835	2.12128	1.93954	0
KY21.Chr3.1125.v2.SL1-2			3399	10	C	UR	0	0.846404	0.718922	0.723588	0.505547	1.62655	1.32966	2.21055	2.03877	0
KY21.Chr13.486.v1.nonSL1-1			3400	18	C	UR	0	2.27013	2.05262	2.24656	2.13101	2.3174	2.2149	2.51406	2.25337	0
KY21.Chr4.503.v1.nonSL2-1			3401	40	C	UR	0	4.94089	4.21254	6.98354	4.11104	4.72516	4.28809	5.72081	5.01796	0
KY21.Chr8.289.v1.SL2-1			3402	6	C	UR	0	0.69522	0.551456	0.69152	0.594428	0.74693	0.83116	0.9928	0.89647	0
KY21.Chr5.352.v1.SL1-1			3403	12	C	UR	0	1.62225	1.42249	1.56054	1.2948	1.4313	1.3871	1.82416	1.45742	0
KY21.Chr3.1011.v1.nonSL5-1			3404	13	C	UR	0	1.68075	2.11676	1.77061	1.24565	1.7218	1.2864	1.81063	1.36743	0
KY21.Chr2.99.v1.nonSL2-1			3405	13	C	UR	0	1.9865	1.58431	1.87714	1.11279	1.31751	1.23047	1.99373	1.89755	0
KY21.Chr4.885.v1.SL1-1			3406	3	C	UR	0	0.339734	0.270627	0.316591	0.39002	0.40264	0.456	0.47748	0.346921	0
KY21.Chr3.1713.v4.SL1-1			3407	7	C	UR	0	0.4907	0.325255	0.622674	0.660434	0.94468	1.05282	1.36081	1.54263	0
KY21.Chr2.1326.v2.SL1-2			3408	8	C	UR	0	0.255512	0.220534	0.5211	0.818726	1.47136	1.34882	1.72153	1.64239	0
KY21.Chr10.891.v1.nonSL9-1			3409	8	C	UR	0	1.24924	0.98446	1.18018	0.837928	0.95954	0.834014	1.02545	0.929189	0
KY21.Chr10.735.v1.SL1-1			3410	13	C	UR	0	1.08721	1.00846	1.41877	1.46285	1.75753	1.79871	2.23005	2.23643	0
KY21.Chr1.1160.v1.SL1-1			3411	17	C	UR	0	2.10068	1.77933	2.15228	2.05002	2.31409	2.0701	2.39604	2.13744	0
KY21.Chr6.182.v1.ND1-1			3412	3	C	UR	0	0.36466	0.308321	0.38134	0.36604	0.40954	0.39376	0.38922	0.38711	0
KY21.Chr10.336.v1.nonSL3-1			3413	2	C	UR	0	0.00827668	0.00879546	0.034733	0.00122512	0.00257327	0.045558	0.45012	1.44872	0
KY21.Chr3.1347.v1.ND1-1			3414	1	C	UR	0	0.092314	0.079902	0.11974	0.1007	0.15813	0.14227	0.15944	0.1475	0
KY21.Chr7.1030.v1.SL1-1			3415	15	C	UR	0	1.43777	1.39521	1.88784	1.66526	2.15038	1.98592	2.68005	1.7976	0
KY21.Chr9.387.v1.nonSL2-1			3416	3	C	UR	0	0.38498	0.28018	0.38119	0.36731	0.38478	0.35273	0.42001	0.42881	0
KY21.Chr1.1550.v1.SL1-1			3417	9	C	UR	0	1.1802	1.10936	1.36577	1.15492	1.18195	1.05089	1.13142	0.8255	0
KY21.Chr1.613.v1.SL1-1			3418	13	C	UR	0	1.52572	1.29236	1.60745	1.66291	1.92169	1.53359	1.87979	1.57651	0
KY21.Chr2.1141.v1.SL1-1			3419	14	C	UR	0	1.52423	1.41339	1.584	1.76326	1.97071	1.73412	2.1218	1.88846	0
KY21.Chr13.437.v3.SL4-1			3420	9	C	UR	0	1.06653	0.659758	0.97576	1.07678	1.27633	1.08103	1.4276	1.43616	0
KY21.Chr8.1248.v1.nonSL4-1			3421	7	C	UR	0	0.859064	0.718518	0.844797	0.795846	0.98469	0.9663	0.934629	0.89617	0
KY21.Chr5.516.v1.nonSL3-1			3422	12	C	UR	0	1.48195	1.28977	1.53205	1.65011	1.78333	1.28279	1.56702	1.41297	0
KY21.Chr3.747.v1.SL2-1			3423	15	C	UR	0	1.84732	1.49118	1.92435	1.65493	1.94158	1.64619	1.96977	1.5247	0
KY21.Chr9.409.v1.ND1-1			3424	9	C	UR	0	1.53781	0.80883	0.925337	0.916148	1.04768	1.01909	1.35277	1.39234	0
KY21.Chr9.409.v2.SL2-1			3424	1	C	UR	0	0.12771	0.10734	0.12274	0.11296	0.13384	0.10324	0.15314	0.13903	0
KY21.Chr2.258.v1.SL1-1			3425	3	C	UR	0	0.71403	0.70013	0.60133	0.275339	0.228358	0.104139	0.201113	0.175557	0
KY21.Chr3.73.v1.SL1-1			3426	22	C	UR	0	2.93679	2.31322	2.66166	2.47709	2.80749	2.79753	3.13909	2.86717	0
KY21.Chr5.566.v1.nonSL3-1			3427	14	C	UR	0	2.051	1.59646	1.88434	1.7329	1.94298	1.77726	1.61371	1.40139	0
