queryId	subjectId	identity.x	alignmentLength.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	identity.y	alignmentLength.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
KY21.Chr4.32	tr|F7ACH1|F7ACH1_CIOIN	100	422	0	0	10	431	1	422	0	868	100	422	0	0	1	422	10	431	0	868
KY21.Chr4.320	tr|H2XT55|H2XT55_CIOIN	100	174	0	0	8	181	1	174	1.62e-131	366	100	174	0	0	1	174	8	181	1.94e-131	366
KY21.Chr4.321	tr|F6XN50|F6XN50_CIOIN	99.333	450	3	0	3	452	1	450	0	924	99.333	450	3	0	1	450	3	452	0	924
KY21.Chr4.322	tr|F6XN27|F6XN27_CIOIN	89.153	4536	107	32	4	4394	1	4296	0	8053	89.153	4536	107	32	1	4296	4	4394	0	8053
KY21.Chr4.325	tr|F6R442|F6R442_CIOIN	98.969	194	2	0	31	224	1	194	3.73e-129	384	98.969	194	2	0	1	194	31	224	1.3e-129	384
KY21.Chr4.326	tr|H2XLP5|H2XLP5_CIOIN	98.83	171	2	0	34	204	22	192	7.51e-126	352	98.83	171	2	0	22	192	34	204	1.11e-125	352
KY21.Chr4.327	tr|F6X5E1|F6X5E1_CIOIN	93.087	1707	7	6	116	1773	1	1645	0	3228	93.087	1707	7	6	1	1645	116	1773	0	3228
KY21.Chr4.328	tr|F7AMB6|F7AMB6_CIOIN	99.55	444	2	0	8	451	1	444	0	925	99.55	444	2	0	1	444	8	451	0	925
KY21.Chr4.329	tr|F6XN08|F6XN08_CIOIN	100	203	0	0	990	1192	1	203	1.83e-136	416	100	203	0	0	1	203	990	1192	3.98e-137	416
KY21.Chr4.33	tr|F6UB54|F6UB54_CIOIN	99.446	361	2	0	20	380	1	361	0	749	99.446	361	2	0	1	361	20	380	0	749
KY21.Chr4.330	tr|F6VPL1|F6VPL1_CIOIN	99.119	227	2	0	16	242	1	227	6.8e-172	471	99.119	227	2	0	1	227	16	242	9.99e-172	471
KY21.Chr4.331	tr|F6VPK5|F6VPK5_CIOIN	98.77	244	3	0	3	246	1	244	2.59e-178	496	98.77	244	3	0	1	244	3	246	2.21e-178	496
KY21.Chr4.332	tr|F6VPI1|F6VPI1_CIOIN	98.261	115	2	0	229	343	1	115	3.47e-81	241	98.261	115	2	0	1	115	229	343	1.82e-81	241
KY21.Chr4.333	tr|F7AMH7|F7AMH7_CIOIN	100	410	0	0	194	603	1	410	0	855	100	410	0	0	1	410	194	603	0	855
KY21.Chr4.334	tr|H2XYA5|H2XYA5_CIOIN	99.17	241	2	0	605	845	1	241	2.91e-169	488	99.17	241	2	0	1	241	605	845	1.3e-169	488
KY21.Chr4.335	tr|F6VPH3|F6VPH3_CIOIN	99.605	253	1	0	9	261	1	253	0	520	99.605	253	1	0	1	253	9	261	0	520
KY21.Chr4.336	tr|F6RA40|F6RA40_CIOIN	97.464	276	7	0	323	598	1	276	0	547	97.464	276	7	0	1	276	323	598	0	547
KY21.Chr4.338	tr|H2XZ81|H2XZ81_CIOIN	99.515	206	1	0	9	214	1	206	2.04e-146	433	99.515	206	1	0	1	206	9	214	6.55e-147	433
KY21.Chr4.34	tr|F7ACE8|F7ACE8_CIOIN	98.964	193	2	0	19	211	1	193	7.78e-144	397	98.964	193	2	0	1	193	19	211	1.11e-143	397
KY21.Chr4.340	tr|F6T8N0|F6T8N0_CIOIN	99.168	841	7	0	800	1640	1	841	0	1624	99.168	841	7	0	1	841	800	1640	0	1624
KY21.Chr4.341	tr|F6T8N6|F6T8N6_CIOIN	92.635	1317	55	5	7	1309	1	1289	0	2473	92.635	1317	55	5	1	1289	7	1309	0	2473
KY21.Chr4.342	tr|F6VZQ1|F6VZQ1_CIOIN	99.718	354	1	0	3	356	1	354	0	733	99.718	354	1	0	1	354	3	356	0	733
KY21.Chr4.343	tr|F6VPF4|F6VPF4_CIOIN	99.245	265	2	0	25	289	1	265	0	554	99.245	265	2	0	1	265	25	289	0	554
KY21.Chr4.346	tr|H2XMY6|H2XMY6_CIOIN	99.42	345	2	0	2	346	1	345	0	711	99.42	345	2	0	1	345	2	346	0	711
KY21.Chr4.347	tr|F6V1Z8|F6V1Z8_CIOIN	99.797	492	1	0	9	500	1	492	0	1032	99.797	492	1	0	1	492	9	500	0	1032
KY21.Chr4.349	tr|H2XV61|H2XV61_CIOIN	99.13	230	2	0	9	238	1	230	1.67e-159	469	99.13	230	2	0	1	230	9	238	5.58e-160	469
KY21.Chr4.35	tr|F6UB61|F6UB61_CIOIN	97.477	555	5	1	2	556	1	546	0	1088	97.477	555	5	1	1	546	2	556	0	1088
KY21.Chr4.354	tr|F6VWZ6|F6VWZ6_CIOIN	99.237	131	1	0	22	152	1	131	2.61e-89	254	99.237	131	1	0	1	131	22	152	3.52e-89	254
KY21.Chr4.355	tr|F6YBD5|F6YBD5_CIOIN	100	94	0	0	6	99	1	94	2.43e-63	196	100	94	0	0	1	94	6	99	1.07e-63	196
KY21.Chr4.356	tr|F6VWY9|F6VWY9_CIOIN	99.248	266	2	0	11	276	1	266	0	538	99.248	266	2	0	1	266	11	276	0	538
KY21.Chr4.357	tr|F6YBE1|F6YBE1_CIOIN	98	250	3	1	3	252	1	248	9.24e-177	496	98	250	3	1	1	248	3	252	6.73e-177	496
KY21.Chr4.358	tr|H2XVD4|H2XVD4_CIOIN	98.802	167	2	0	19	185	1	167	1.15e-117	329	98.802	167	2	0	1	167	19	185	1.63e-117	329
KY21.Chr4.359	tr|F6VWX8|F6VWX8_CIOIN	99.743	1166	3	0	4	1169	1	1166	0	2411	99.743	1166	3	0	1	1166	4	1169	0	2411
KY21.Chr4.360	tr|F6YBG1|F6YBG1_CIOIN	97.386	153	4	0	53	205	18	170	1.59e-111	318	97.386	153	4	0	18	170	53	205	1.6e-111	318
KY21.Chr4.361	tr|F6YBG9|F6YBG9_CIOIN	100	369	0	0	15	383	1	369	0	760	100	369	0	0	1	369	15	383	0	760
KY21.Chr4.362	tr|F6Y8C3|F6Y8C3_CIOIN	97.696	955	7	3	14	956	5	956	0	1918	97.696	955	7	3	5	956	14	956	0	1918
KY21.Chr4.364	tr|F6VWW5|F6VWW5_CIOIN	99.06	532	5	0	4	535	1	532	0	1075	99.06	532	5	0	1	532	4	535	0	1075
KY21.Chr4.366	tr|F6YBL5|F6YBL5_CIOIN	98.618	217	0	1	20	233	1	217	1.9e-148	415	98.618	217	0	1	1	217	20	233	2.65e-148	415
KY21.Chr4.367	tr|F6VWV8|F6VWV8_CIOIN	92.828	488	12	3	27	513	9	474	0	907	92.828	488	12	3	9	474	27	513	0	907
KY21.Chr4.37	tr|F6Z9I2|F6Z9I2_CIOIN	99.746	393	1	0	166	558	1	393	0	808	99.746	393	1	0	1	393	166	558	0	808
KY21.Chr4.370	tr|H2XRL8|H2XRL8_CIOIN	99.53	851	4	0	1708	2558	4	854	0	1702	99.53	851	4	0	4	854	1708	2558	0	1702
KY21.Chr4.371	tr|H2XVN4|H2XVN4_CIOIN	99.676	309	1	0	21	329	1	309	0	640	99.676	309	1	0	1	309	21	329	0	640
KY21.Chr4.373	tr|F6T7R0|F6T7R0_CIOIN	99.778	450	1	0	283	732	1	450	0	935	99.778	450	1	0	1	450	283	732	0	935
KY21.Chr4.374	tr|H2Y019|H2Y019_CIOIN	99.281	139	1	0	82	220	1	139	1.76e-100	286	99.281	139	1	0	1	139	82	220	1.74e-100	286
KY21.Chr4.376	tr|H2XQD0|H2XQD0_CIOIN	96.633	297	2	1	320	616	1	289	0	557	96.633	297	2	1	1	289	320	616	0	557
KY21.Chr4.377	tr|H2XXJ0|H2XXJ0_CIOIN	93.025	1233	25	7	37	1251	1	1190	0	2296	93.025	1233	25	7	1	1190	37	1251	0	2296
KY21.Chr4.378	tr|H2XTE9|H2XTE9_CIOIN	81.063	301	22	2	4	302	1	268	5.88e-162	456	81.063	301	22	2	1	268	4	302	5.49e-162	456
KY21.Chr4.379	tr|H2Y2I5|H2Y2I5_CIOIN	100	151	0	0	7	157	1	151	2.57e-106	298	100	151	0	0	1	151	7	157	3.87e-106	298
KY21.Chr4.38	tr|F6Z9B3|F6Z9B3_CIOIN	100	270	0	0	12	281	1	270	0	551	100	270	0	0	1	270	12	281	0	551
KY21.Chr4.385	tr|H2Y1L3|H2Y1L3_CIOIN	98.529	204	3	0	13	216	1	204	2.42e-150	414	98.529	204	3	0	1	204	13	216	3.58e-150	414
KY21.Chr4.386	tr|H2XK87|H2XK87_CIOIN	99.567	231	1	0	5	235	1	231	6.63e-174	476	99.567	231	1	0	1	231	5	235	9.98e-174	476
KY21.Chr4.387	tr|F6SJU9|F6SJU9_CIOIN	99.505	202	1	0	38	239	1	202	2.24e-153	423	99.505	202	1	0	1	202	38	239	2.96e-153	423
KY21.Chr4.389	tr|H2Y128|H2Y128_CIOIN	58.621	29	10	1	3	29	7	35	0.000125	34.3	58.621	29	10	1	7	35	3	29	0.000139	34.3
KY21.Chr4.391	tr|F6SIZ4|F6SIZ4_CIOIN	85.877	439	48	3	342	774	1	431	0	776	85.877	439	48	3	1	431	342	774	0	776
KY21.Chr4.392	sp|F7A355|TRM5_CIOIN	98.465	456	7	0	8	463	1	456	0	932	98.465	456	7	0	1	456	8	463	0	932
KY21.Chr4.393	tr|H2XNQ6|H2XNQ6_CIOIN	99.035	311	3	0	8	318	1	311	0	625	99.035	311	3	0	1	311	8	318	0	625
KY21.Chr4.397	tr|F7A328|F7A328_CIOIN	99.145	468	2	1	3	468	1	468	0	942	99.145	468	2	1	1	468	3	468	0	942
KY21.Chr4.399	tr|H2XV53|H2XV53_CIOIN	99.556	225	1	0	16	240	1	225	1.95e-168	465	99.556	225	1	0	1	225	16	240	2.25e-168	465
KY21.Chr4.400	tr|F6YBZ2|F6YBZ2_CIOIN	99.333	150	1	0	65	214	23	172	1.08e-103	315	99.333	150	1	0	23	172	65	214	1.18e-103	315
KY21.Chr4.403	tr|F7A2L3|F7A2L3_CIOIN	92.473	186	4	1	51	236	23	198	8.53e-126	353	92.473	186	4	1	23	198	51	236	1.11e-125	353
KY21.Chr4.404	tr|F8WQ81|F8WQ81_CIOIN	98.438	256	4	0	7	262	1	256	0	524	98.438	256	4	0	1	256	7	262	0	524
KY21.Chr4.408	tr|F6YBZ8|F6YBZ8_CIOIN	99.34	303	0	1	1	303	1	301	0	621	99.34	303	0	1	1	301	1	303	0	621
KY21.Chr4.410	tr|F7A1W8|F7A1W8_CIOIN	100	215	0	0	12	226	1	215	7.04e-164	449	100	215	0	0	1	215	12	226	1.05e-163	449
KY21.Chr4.411	tr|F6ZJ69|F6ZJ69_CIOIN	92.462	199	7	1	19	217	1	191	5.29e-128	362	92.462	199	7	1	1	191	19	217	9.43e-128	362
KY21.Chr4.412	tr|H2XQF3|H2XQF3_CIOIN	100	69	0	0	531	599	1	69	1.14e-42	146	100	69	0	0	1	69	531	599	2.06e-43	146
KY21.Chr4.413	tr|H2XJL8|H2XJL8_CIOIN	83.143	350	1	2	4	353	1	292	0	581	83.143	350	1	2	1	292	4	353	0	581
KY21.Chr4.414	tr|F6YC04|F6YC04_CIOIN	99.234	261	2	0	3	263	1	261	0	546	99.234	261	2	0	1	261	3	263	0	546
KY21.Chr4.415	tr|F6TIA8|F6TIA8_CIOIN	96.374	524	17	1	74	595	1	524	0	1032	96.374	524	17	1	1	524	74	595	0	1032
KY21.Chr4.416	tr|H2XMJ3|H2XMJ3_CIOIN	100	346	0	0	356	701	1	346	0	715	100	346	0	0	1	346	356	701	0	715
KY21.Chr4.417	tr|F6TI69|F6TI69_CIOIN	100	338	0	0	11	348	1	338	0	694	100	338	0	0	1	338	11	348	0	694
KY21.Chr4.418	tr|F6TI62|F6TI62_CIOIN	99.6	250	1	0	981	1230	1	250	1.18e-176	519	99.6	250	1	0	1	250	981	1230	3.77e-177	519
KY21.Chr4.42	tr|F6UB74|F6UB74_CIOIN	99.057	212	2	0	1	212	1	212	2.11e-153	436	99.057	212	2	0	1	212	1	212	1.26e-153	436
KY21.Chr4.420	tr|H2Y1Z3|H2Y1Z3_CIOIN	100	248	0	0	10	257	1	248	0	515	100	248	0	0	1	248	10	257	0	515
KY21.Chr4.421	tr|F6TI40|F6TI40_CIOIN	100	335	0	0	3	337	1	335	0	686	100	335	0	0	1	335	3	337	0	686
KY21.Chr4.423	tr|F6TI21|F6TI21_CIOIN	100	212	0	0	2551	2762	1	212	2.68e-143	443	100	212	0	0	1	212	2551	2762	3.22e-144	443
KY21.Chr4.426	tr|F6THT6|F6THT6_CIOIN	99.149	235	2	0	251	485	1	235	2.76e-169	475	99.149	235	2	0	1	235	251	485	2.09e-169	475
KY21.Chr4.427	tr|F6THR3|F6THR3_CIOIN	100	190	0	0	144	333	1	190	1.64e-137	393	100	190	0	0	1	190	144	333	9.91e-138	393
KY21.Chr4.428	tr|F6THQ0|F6THQ0_CIOIN	98.788	165	2	0	190	354	1	165	4.04e-117	335	98.788	165	2	0	1	165	190	354	2.94e-117	335
KY21.Chr4.429	tr|F6THF9|F6THF9_CIOIN	96.717	1401	5	7	7	1389	1	1378	0	2776	96.717	1401	5	7	1	1378	7	1389	0	2776
KY21.Chr4.43	tr|F6YR40|F6YR40_CIOIN	99.125	343	3	0	586	928	1	343	0	719	99.125	343	3	0	1	343	586	928	0	719
KY21.Chr4.431	tr|F6SW20|F6SW20_CIOIN	97.692	390	9	0	1	390	2	391	0	799	97.692	390	9	0	2	391	1	390	0	799
KY21.Chr4.432	tr|F6S8N9|F6S8N9_CIOIN	99.59	488	2	0	30	517	1	488	0	1025	99.59	488	2	0	1	488	30	517	0	1025
KY21.Chr4.433	tr|H2XNG2|H2XNG2_CIOIN	91.803	61	5	0	17	77	1	61	1.72e-36	115	91.803	61	5	0	1	61	17	77	2.13e-36	115
KY21.Chr4.435	tr|F6S888|F6S888_CIOIN	98.438	192	3	0	57	248	1	192	1.87e-144	400	98.438	192	3	0	1	192	57	248	2.27e-144	400
KY21.Chr4.438	tr|F6YC34|F6YC34_CIOIN	69.048	630	37	10	44	667	247	724	0	802	69.206	630	36	10	247	724	44	667	0	804
KY21.Chr4.439	tr|H2XKL7|H2XKL7_CIOIN	51.923	52	25	0	69	120	21	72	3.38e-15	64.3	51.923	52	25	0	21	72	69	120	3.25e-15	64.3
KY21.Chr4.44	tr|Q6XZ10|Q6XZ10_CIOIN	99.779	452	1	0	8	459	1	452	0	921	99.779	452	1	0	1	452	8	459	0	921
KY21.Chr4.441	tr|H2XV48|H2XV48_CIOIN	98.507	67	1	0	48	114	1	67	6.81e-43	134	98.507	67	1	0	1	67	48	114	6.26e-43	134
KY21.Chr4.442	tr|H2Y0C6|H2Y0C6_CIOIN	97.902	143	3	0	12	154	1	143	1.9e-96	273	97.902	143	3	0	1	143	12	154	2.78e-96	273
KY21.Chr4.443	tr|H2XZI2|H2XZI2_CIOIN	99.352	463	3	0	12	474	1	463	0	934	99.352	463	3	0	1	463	12	474	0	934
KY21.Chr4.444	tr|F7AAM4|F7AAM4_CIOIN	95.74	892	22	4	56	936	1	887	0	1769	95.74	892	22	4	1	887	56	936	0	1769
KY21.Chr4.445	tr|F6ZRJ2|F6ZRJ2_CIOIN	99.435	531	3	0	214	744	1	531	0	1115	99.435	531	3	0	1	531	214	744	0	1115
KY21.Chr4.446	tr|A0A1W2WD79|A0A1W2WD79_CIOIN	99.565	230	1	0	4	233	1	230	2.33e-175	479	99.565	230	1	0	1	230	4	233	3.59e-175	479
KY21.Chr4.449	tr|F6YCC2|F6YCC2_CIOIN	97.256	328	9	0	336	663	1	328	0	648	97.256	328	9	0	1	328	336	663	0	648
KY21.Chr4.45	tr|F6UUV9|F6UUV9_CIOIN	99.754	406	1	0	23	428	1	406	0	850	99.754	406	1	0	1	406	23	428	0	850
KY21.Chr4.452	tr|H2XMI6|H2XMI6_CIOIN	91.645	1544	17	4	1149	2692	1	1432	0	2910	91.645	1544	17	4	1	1432	1149	2692	0	2910
KY21.Chr4.453	tr|H2Y1U7|H2Y1U7_CIOIN	95.2	250	2	1	3	252	1	240	4.33e-178	488	95.2	250	2	1	1	240	3	252	6.02e-178	488
KY21.Chr4.455	tr|F6WRM0|F6WRM0_CIOIN	83.417	199	29	2	2	199	1	196	1.39e-120	344	83.417	199	29	2	1	196	2	199	1.79e-120	344
KY21.Chr4.457	tr|F6WRT4|F6WRT4_CIOIN	85	440	15	4	1	389	46	485	0	749	85	440	15	4	46	485	1	389	0	749
KY21.Chr4.458	tr|F6WNK7|F6WNK7_CIOIN	100	31	0	0	107	137	22	52	9.49e-18	70.5	100	31	0	0	22	52	107	137	1.44e-18	72
KY21.Chr4.459	tr|H2Y1B4|H2Y1B4_CIOIN	99.291	141	1	0	121	261	1	141	8.93e-100	286	99.291	141	1	0	1	141	121	261	7.55e-100	286
KY21.Chr4.46	tr|F6VI52|F6VI52_CIOIN	99.489	587	3	0	1	587	1	587	0	1209	99.489	587	3	0	1	587	1	587	0	1209
KY21.Chr4.461	tr|A0A1W5BAX3|A0A1W5BAX3_CIOIN	99.554	448	2	0	18	465	1	448	0	925	99.554	448	2	0	1	448	18	465	0	925
KY21.Chr4.462	tr|F6WN68|F6WN68_CIOIN	93.375	1117	7	4	4	1118	1	1052	0	2094	93.375	1117	7	4	1	1052	4	1118	0	2096
KY21.Chr4.463	tr|F6W248|F6W248_CIOIN	100	371	0	0	7	377	1	371	0	761	100	371	0	0	1	371	7	377	0	761
KY21.Chr4.468	tr|F6YCF6|F6YCF6_CIOIN	98.792	993	12	0	17	1009	1	993	0	2039	98.792	993	12	0	1	993	17	1009	0	2039
KY21.Chr4.469	tr|F6W1L1|F6W1L1_CIOIN	100	367	0	0	23	389	1	367	0	751	100	367	0	0	1	367	23	389	0	751
KY21.Chr4.47	tr|F6UB97|F6UB97_CIOIN	100	213	0	0	51	263	1	213	2.46e-162	450	100	213	0	0	1	213	51	263	2.49e-162	450
KY21.Chr4.470	tr|F6W1C5|F6W1C5_CIOIN	99.394	330	2	0	12	341	1	330	0	685	99.394	330	2	0	1	330	12	341	0	685
KY21.Chr4.471	tr|F6W197|F6W197_CIOIN	99.74	384	1	0	16	399	1	384	0	796	99.74	384	1	0	1	384	16	399	0	796
KY21.Chr4.472	tr|F6TBE2|F6TBE2_CIOIN	97.243	399	10	1	50	448	37	434	0	811	97.243	399	10	1	37	434	50	448	0	811
KY21.Chr4.474	tr|F6TBB0|F6TBB0_CIOIN	98.843	432	5	0	4	435	1	432	0	885	98.843	432	5	0	1	432	4	435	0	885
KY21.Chr4.475	tr|F6TB77|F6TB77_CIOIN	87.116	846	20	5	8	826	1	784	0	1475	87.116	846	20	5	1	784	8	826	0	1475
KY21.Chr4.477	tr|F6SPE4|F6SPE4_CIOIN	98.919	185	2	0	6	190	1	185	1.73e-133	386	98.919	185	2	0	1	185	6	190	8.45e-134	386
KY21.Chr4.478	tr|H2XUX1|H2XUX1_CIOIN	98.718	78	1	0	17	94	1	78	1.1e-54	163	98.718	78	1	0	1	78	17	94	1.43e-54	163
KY21.Chr4.48	tr|F6U688|F6U688_CIOIN	99.462	744	4	0	1217	1960	1	744	0	1522	99.462	744	4	0	1	744	1217	1960	0	1522
KY21.Chr4.481	tr|H2Y3I3|H2Y3I3_CIOIN	98.148	54	1	0	11	64	1	54	2.2e-36	114	98.148	54	1	0	1	54	11	64	2.91e-36	114
KY21.Chr4.482	tr|Q1RLH5|Q1RLH5_CIOIN	95.861	894	1	1	3	896	1	858	0	1755	95.861	894	1	1	1	858	3	896	0	1755
KY21.Chr4.483	tr|F6YCQ4|F6YCQ4_CIOIN	98.683	835	8	1	4	835	1	835	0	1680	98.683	835	8	1	1	835	4	835	0	1680
KY21.Chr4.484	tr|F6S181|F6S181_CIOIN	99.912	1141	1	0	7	1147	1	1141	0	2396	99.912	1141	1	0	1	1141	7	1147	0	2396
KY21.Chr4.485	tr|H2XK80|H2XK80_CIOIN	99.01	202	2	0	6	207	1	202	6.01e-142	408	99.01	202	2	0	1	202	6	207	3.2e-142	408
KY21.Chr4.486	tr|F6YCR8|F6YCR8_CIOIN	100	97	0	0	57	153	1	97	3.31e-64	190	100	97	0	0	1	97	57	153	3.28e-64	190
KY21.Chr4.489	tr|F7BA03|F7BA03_CIOIN	99.369	317	2	0	7	323	1	317	0	657	99.369	317	2	0	1	317	7	323	0	657
KY21.Chr4.49	tr|F6S6D2|F6S6D2_CIOIN	99.66	589	2	0	1260	1848	1	589	0	1225	99.66	589	2	0	1	589	1260	1848	0	1225
KY21.Chr4.490	tr|H2XQ06|H2XQ06_CIOIN	95.642	436	11	3	216	647	1	432	0	852	95.642	436	11	3	1	432	216	647	0	852
KY21.Chr4.491	tr|F7AQ31|F7AQ31_CIOIN	98.837	430	4	1	10	439	1	429	0	875	98.837	430	4	1	1	429	10	439	0	875
KY21.Chr4.493	tr|F6YV67|F6YV67_CIOIN	99.552	223	1	0	4	226	1	223	5.77e-161	452	99.552	223	1	0	1	223	4	226	4.38e-161	452
KY21.Chr4.494	tr|F7A713|F7A713_CIOIN	97.838	740	11	2	13	751	1	736	0	1500	97.838	740	11	2	1	736	13	751	0	1500
KY21.Chr4.495	tr|H2XYH7|H2XYH7_CIOIN	98.305	236	4	0	4	239	1	236	2.48e-173	484	98.305	236	4	0	1	236	4	239	2.03e-173	484
KY21.Chr4.496	tr|F6ZH80|F6ZH80_CIOIN	66.842	190	48	2	418	600	18	199	1.46e-81	259	66.842	190	48	2	18	199	418	600	6.19e-82	259
KY21.Chr4.499	tr|F6XJG1|F6XJG1_CIOIN	98.154	325	6	0	668	992	1	325	0	646	98.154	325	6	0	1	325	668	992	0	646
KY21.Chr4.5	tr|H2XVQ0|H2XVQ0_CIOIN	100	309	0	0	12	320	1	309	0	639	100	309	0	0	1	309	12	320	0	639
KY21.Chr4.50	tr|F6UBD0|F6UBD0_CIOIN	100	191	0	0	349	539	1	191	1.27e-135	390	100	191	0	0	1	191	349	539	7.04e-136	390
KY21.Chr4.500	tr|F6YVK7|F6YVK7_CIOIN	100	257	0	0	7	263	1	257	0	540	100	257	0	0	1	257	7	263	0	540
KY21.Chr4.501	tr|F6UYD9|F6UYD9_CIOIN	100	349	0	0	14	362	1	349	0	723	100	349	0	0	1	349	14	362	0	723
KY21.Chr4.503	tr|F6UXR3|F6UXR3_CIOIN	96.67	931	1	1	1	931	1	901	0	1838	96.67	931	1	1	1	901	1	931	0	1838
KY21.Chr4.504	tr|F6U9C5|F6U9C5_CIOIN	99.765	426	1	0	10	435	1	426	0	872	99.765	426	1	0	1	426	10	435	0	872
KY21.Chr4.505	tr|A0A1W5B8N9|A0A1W5B8N9_CIOIN	98.656	372	5	0	20	391	1	372	0	755	98.656	372	5	0	1	372	20	391	0	755
KY21.Chr4.506	tr|F6U8Y1|F6U8Y1_CIOIN	98.934	469	5	0	157	625	11	479	0	959	98.934	469	5	0	11	479	157	625	0	959
KY21.Chr4.508	tr|F6U8A8|F6U8A8_CIOIN	94.872	507	0	1	70	550	1	507	0	993	94.872	507	0	1	1	507	70	550	0	993
KY21.Chr4.51	tr|F6UBD8|F6UBD8_CIOIN	99.322	295	2	0	290	584	1	295	0	598	99.322	295	2	0	1	295	290	584	0	598
KY21.Chr4.511	tr|H2XJL3|H2XJL3_CIOIN	98.868	265	3	0	6	270	1	265	1.29e-177	515	98.868	265	3	0	1	265	6	270	5.33e-178	515
KY21.Chr4.512	tr|F6YVN3|F6YVN3_CIOIN	93.22	177	0	1	163	339	1	165	5.17e-116	331	93.22	177	0	1	1	165	163	339	3.91e-116	331
KY21.Chr4.514	tr|F6YVN9|F6YVN9_CIOIN	82.45	604	36	7	85	637	1	585	0	978	82.45	604	36	7	1	585	85	637	0	978
KY21.Chr4.515	tr|F6TK09|F6TK09_CIOIN	99.261	677	0	1	35	711	1	672	0	1387	99.261	677	0	1	1	672	35	711	0	1387
KY21.Chr4.516	tr|F6YVQ1|F6YVQ1_CIOIN	100	132	0	0	6	137	1	132	2.93e-93	264	100	132	0	0	1	132	6	137	4.38e-93	264
KY21.Chr4.517	tr|F6YVX9|F6YVX9_CIOIN	99.766	427	1	0	8	434	1	427	0	874	99.766	427	1	0	1	427	8	434	0	874
KY21.Chr4.518	tr|F7B2I2|F7B2I2_CIOIN	91.554	296	0	2	74	369	1	271	0	552	91.554	296	0	2	1	271	74	369	0	552
KY21.Chr4.519	tr|C6SUS0|C6SUS0_CIOIN	100	195	0	0	30	224	1	195	1.04e-143	398	100	195	0	0	1	195	30	224	1.42e-143	398
KY21.Chr4.520	tr|F7AY10|F7AY10_CIOIN	82.278	79	14	0	44	122	27	105	1.78e-41	133	82.278	79	14	0	27	105	44	122	2.08e-41	133
KY21.Chr4.522	tr|H2Y3F9|H2Y3F9_CIOIN	100	442	0	0	1	442	1	442	0	925	100	442	0	0	1	442	1	442	0	925
KY21.Chr4.523	tr|F7AXN3|F7AXN3_CIOIN	93.315	718	3	2	2	704	1	688	0	1359	93.315	718	3	2	1	688	2	704	0	1359
KY21.Chr4.524	tr|H2XL08|H2XL08_CIOIN	96.364	385	3	1	13	397	1	374	0	752	96.364	385	3	1	1	374	13	397	0	752
KY21.Chr4.526	tr|F7AX62|F7AX62_CIOIN	99.793	482	1	0	36	517	1	482	0	1005	99.793	482	1	0	1	482	36	517	0	1005
KY21.Chr4.527	tr|F6XIP9|F6XIP9_CIOIN	99.819	554	1	0	5	558	1	554	0	1159	99.819	554	1	0	1	554	5	558	0	1159
KY21.Chr4.528	tr|H2XTP0|H2XTP0_CIOIN	95.215	209	9	1	42	250	1	208	3.39e-141	402	95.215	209	9	1	1	208	42	250	2.46e-141	402
KY21.Chr4.529	tr|A0A1W3JMX0|A0A1W3JMX0_CIOIN	99.539	217	1	0	15	231	1	217	7.49e-160	439	99.539	217	1	0	1	217	15	231	1.1e-159	439
KY21.Chr4.53	tr|F6UBE7|F6UBE7_CIOIN	97.917	336	7	0	8	343	1	336	0	684	97.917	336	7	0	1	336	8	343	0	684
KY21.Chr4.530	tr|F6VSX4|F6VSX4_CIOIN	97.843	510	3	2	8	509	1	510	0	989	97.843	510	3	2	1	510	8	509	0	989
KY21.Chr4.532	tr|F6YW02|F6YW02_CIOIN	97.796	363	8	0	36	398	1	363	0	740	97.796	363	8	0	1	363	36	398	0	740
KY21.Chr4.533	tr|F6V5Y1|F6V5Y1_CIOIN	96.183	393	5	1	4	386	1	393	0	779	96.183	393	5	1	1	393	4	386	0	779
KY21.Chr4.534	tr|F6V5T4|F6V5T4_CIOIN	98.793	497	2	1	35	527	1	497	0	971	98.793	497	2	1	1	497	35	527	0	971
KY21.Chr4.535	tr|F6V5A7|F6V5A7_CIOIN	99.018	815	8	0	2	816	1	815	0	1664	99.018	815	8	0	1	815	2	816	0	1664
KY21.Chr4.536	tr|F6QRF4|F6QRF4_CIOIN	100	28	0	0	36	63	1	28	8.22e-13	57.4	100	28	0	0	1	28	36	63	9.13e-13	57.4
KY21.Chr4.537	tr|F6V4K8|F6V4K8_CIOIN	86.895	1053	34	8	4	1040	1	965	0	1770	92.713	892	15	5	1	858	4	879	0	1646
KY21.Chr4.538	tr|Q4H3E8|Q4H3E8_CIOIN	100	257	0	0	120	376	1	257	0	531	100	257	0	0	1	257	120	376	0	531
KY21.Chr4.54	tr|F6RCK1|F6RCK1_CIOIN	96.242	1357	4	5	22	1371	23	1339	0	2670	96.242	1357	4	5	23	1339	22	1371	0	2670
KY21.Chr4.540	tr|F6SG33|F6SG33_CIOIN	98.413	567	1	1	7	565	1	567	0	1161	98.413	567	1	1	1	567	7	565	0	1161
KY21.Chr4.541	tr|H2XS32|H2XS32_CIOIN	94.863	1129	18	5	18	1128	14	1120	0	2182	94.863	1129	18	5	14	1120	18	1128	0	2182
